 Produção Ambulatorial do SUS - por gestor -  Brasil
Valor aprovado por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"280067 Boquim";395518,55;437042,39;487299,60;440296,09;1760156,63
"280070 Brejo Grande";538,26;-;-;-;538,26
"280100 Campo do Brito";23792,58;51484,97;49373,28;52894,04;177544,87
"280110 Canhoba";4852,20;2268,99;7332,29;163,35;14616,83
"280120 Canindé de São Francisco";38993,32;40476,68;36508,55;15550,32;131528,87
"280130 Capela";113005,70;67322,75;111338,73;9032,00;300699,18
"280140 Carira";36301,49;37413,69;49797,62;73069,35;196582,15
"280150 Carmópolis";25379,84;26148,04;45124,31;30276,00;126928,19
"280160 Cedro de São João";2624,11;3986,34;20039,41;52535,87;79185,73
"280170 Cristinápolis";96242,56;97668,48;80852,30;53760,53;328523,87
"280190 Cumbe";84541,78;114410,29;126572,48;63507,51;389032,06
"280200 Divina Pastora";13157,00;-;12,00;1392,30;14561,30
"280210 Estância";2716116,82;3908806,13;4493590,89;3180976,31;14299490,15
"280220 Feira Nova";7758,00;8411,95;11324,20;6594,20;34088,35
"280230 Frei Paulo";47729,70;29433,60;19645,92;55432,64;152241,86
"280240 Gararu";2752,60;19,00;10,00;8,00;2789,60
"280260 Gracho Cardoso";12914,92;11857,25;6232,66;7271,08;38275,91
"280270 Ilha das Flores";51973,67;70261,68;59237,37;33295,35;214768,07
"280280 Indiaroba";8097,66;15239,70;39572,92;25012,04;87922,32
"280290 Itabaiana";5079409,01;6703676,16;7917937,91;6352147,13;26053170,21
"280300 Itabaianinha";739013,38;792131,59;886813,40;664175,23;3082133,60
"280320 Itaporanga d'Ajuda";1233298,29;1104248,36;1564569,04;765353,22;4667468,91
"280330 Japaratuba";43953,59;150057,49;131218,45;93153,79;418383,32
"280340 Japoatã";22826,40;25959,70;77711,80;77404,91;203902,81
"280350 Lagarto";2869638,50;3369406,54;3446154,03;2689956,85;12375155,92
"280360 Laranjeiras";552277,09;452130,59;413862,30;325436,12;1743706,10
"280370 Macambira";22463,58;31819,57;30107,66;25849,51;110240,32
"280380 Malhada dos Bois";12487,15;18401,51;7955,82;9324,72;48169,20
"280390 Malhador";73265,00;670,00;513,00;321,00;74769,00
"280400 Maruim";144934,56;248254,03;334056,99;174637,46;901883,04
"280410 Moita Bonita";31685,10;13644,90;18214,85;5,00;63549,85
"280420 Monte Alegre de Sergipe";7696,19;190,00;928,25;233,00;9047,44
"280430 Muribeca";9427,35;8613,00;5781,60;44758,80;68580,75
"280440 Neópolis";88504,11;154172,14;56174,25;55749,81;354600,31
"280445 Nossa Senhora Aparecida";90,00;-;-;-;90,00
"280450 Nossa Senhora da Glória";324,00;848,00;1032,00;328,00;2532,00
"280460 Nossa Senhora das Dores";803,91;782839,04;686437,48;526639,54;1996719,97
"280470 Nossa Senhora de Lourdes";10884,21;37063,94;41563,24;20302,84;109814,23
"280480 Nossa Senhora do Socorro";4354983,07;5312561,36;6126247,26;4517751,35;20311543,04
"280490 Pacatuba";253527,58;232881,07;88436,40;19219,20;594064,25
"280500 Pedra Mole";-;-;-;8,00;8,00
"280510 Pedrinhas";1007,00;4291,96;9122,57;-;14421,53
"280520 Pinhão";45402,99;33082,88;10820,80;11739,44;101046,11
"280530 Pirambu";42928,76;42256,24;70778,07;56530,34;212493,41
"280540 Poço Redondo";564291,13;750828,71;645007,83;396055,04;2356182,71
"280550 Poço Verde";210749,81;499805,34;370161,89;266310,49;1347027,53
"280560 Porto da Folha";301237,53;480402,08;562211,27;369359,50;1713210,38
"280570 Propriá";1715967,34;2571647,46;3701838,99;2410710,98;10400164,77
"280580 Riachão do Dantas";87697,75;253559,28;135367,25;233105,23;709729,51
"280590 Riachuelo";-;80,00;565,40;91,70;737,10
"280600 Ribeirópolis";1561,82;250,00;663,00;1041,00;3515,82
"280610 Rosário do Catete";281656,52;134653,82;296568,26;183277,26;896155,86
"280620 Salgado";18845,60;24363,78;17195,38;21042,00;81446,76
"280630 Santa Luzia do Itanhy";52129,78;41759,95;40502,24;32472,20;166864,17
"280640 Santana do São Francisco";25319,44;11575,89;-;1048,00;37943,33
"280660 Santo Amaro das Brotas";20419,77;18546,39;17258,60;3934,99;60159,75
"280670 São Cristóvão";32326,42;261536,94;872257,34;555672,85;1721793,55
"280680 São Domingos";485,28;1039,78;938,64;144,00;2607,70
"280690 São Francisco";7159,37;3376,41;3782,57;4955,99;19274,34
"280700 São Miguel do Aleixo";214,75;326,75;124,25;-;665,75
"280710 Simão Dias";178037,03;254478,21;104491,94;55140,62;592147,80
"280720 Siriri";30731,81;17665,39;22232,70;7912,94;78542,84
"280730 Telha";20842,45;14491,51;11173,90;3423,00;49930,86
"280740 Tobias Barreto";220108,77;312833,64;421365,61;337726,70;1292034,72
"280750 Tomar do Geru";112020,17;77155,86;53612,88;313489,33;556278,24
"280760 Umbaúba";113428,93;211501,53;187213,33;72672,01;584815,80
"280000 Sergipe - Gestão estadual";35406355,46;40581066,02;46258405,49;46016432,75;168262259,72
"290020 Abaré";-;274098,78;366945,22;242117,73;883161,73
"290060 Aiquara";841,12;159,96;57,04;-;1058,12
"290070 Alagoinhas";4186432,96;5527688,92;4799854,38;3242143,70;17756119,96
"290080 Alcobaça";-;26994,84;68616,84;94303,56;189915,24
"290090 Almadina";-;-;1193,02;868,57;2061,59
"290100 Amargosa";997906,14;1198393,35;1234909,65;1009381,96;4440591,10
"290115 América Dourada";192,00;92250,00;45886,00;27,00;138355,00
"290120 Anagé";3,00;-;119733,20;155844,35;275580,55
"290135 Andorinha";184,59;34356,13;104977,30;148878,87;288396,89
"290140 Angical";75,60;75,60;75,60;11080,30;11307,10
"290190 Aporá";36970,96;281936,81;220254,18;58900,94;598062,89
"290195 Apuarema";40,00;-;-;-;40,00
"290205 Araças";-;-;52,43;85,19;137,62
"290200 Aracatu";22,00;-;-;-;22,00
"290210 Araci";680467,64;782410,36;1091075,13;949514,10;3503467,23
"290220 Aramari";32131,91;191281,86;120005,26;104806,00;448225,03
"290225 Arataca";2971,65;1228,22;-;-;4199,87
"290230 Aratuípe";15,12;80,01;12,60;35,91;143,64
"290250 Baianópolis";-;16,38;121850,66;33849,91;155716,95
"290270 Barra";234,09;333,90;327,60;136,71;1032,30
"290290 Barra do Choça";762732,77;925857,03;1050868,24;606773,39;3346231,43
"290320 Barreiras";16717344,43;21349754,18;20544490,07;12247597,07;70859185,75
"290323 Barro Alto";12641,99;17467,54;14573,93;15050,27;59733,73
"290327 Barrocas";1095,50;-;-;-;1095,50
"290340 Belmonte";-;-;-;13931,17;13931,17
"290350 Belo Campo";574467,84;644416,73;780202,29;471670,22;2470757,08
"290390 Bom Jesus da Lapa";2963713,65;3348197,99;3801439,56;1994557,50;12107908,70
"290395 Bom Jesus da Serra";-;-;146871,48;200827,17;347698,65
"290400 Boninal";-;-;-;4223,70;4223,70
"290410 Boquira";169716,97;537184,97;516275,71;455191,13;1678368,78
"290420 Botuporã";40,04;87,57;76,23;234161,81;234365,65
"290430 Brejões";1941,95;-;-;-;1941,95
"290440 Brejolândia";61,11;9,45;55242,16;93181,43;148494,15
"290450 Brotas de Macaúbas";29482,69;40192,33;36120,73;136057,76;241853,51
"290460 Brumado";3568372,86;4897753,23;6184183,34;4402285,42;19052594,85
"290475 Buritirama";181,44;181,44;148,05;-;510,93
"290485 Cabaceiras do Paraguaçu";12661,71;13157,29;12116,77;10055,57;47991,34
"290490 Cachoeira";62,42;-;-;-;62,42
"290500 Caculé";126087,43;459368,09;589542,41;416156,42;1591154,35
"290515 Caetanos";-;-;-;41700,00;41700,00
"290520 Caetité";2360246,63;2588890,99;3476713,12;2110252,20;10536102,94
"290560 Camacan";46050,00;-;-;-;46050,00
"290570 Camaçari";12561621,45;14256785,15;18585475,90;7986018,97;53389901,47
"290580 Camamu";267,00;-;-;86,94;353,94
"290600 Campo Formoso";451599,44;857147,98;894720,28;588343,92;2791811,62
"290620 Canarana";4,00;-;-;23775,40;23779,40
"290630 Canavieiras";263244,59;712645,25;621681,57;607263,77;2204835,18
"290650 Candeias";2286197,74;3170800,98;1580954,71;-;7037953,43
"290670 Cândido Sales";-;1483,41;121839,10;228621,26;351943,77
"290680 Cansanção";151119,51;334026,04;341524,97;376185,27;1202855,79
"290682 Canudos";-;-;282950,34;461390,59;744340,93
"290685 Capela do Alto Alegre";-;76817,11;147483,34;120257,33;344557,78
"290687 Capim Grosso";1402314,17;1397609,98;1735224,44;1265474,71;5800623,30
"290690 Caravelas";654,06;-;241193,41;359515,32;601362,79
"290700 Cardeal da Silva";-;-;-;2700,00;2700,00
"290710 Carinhanha";95,13;106,47;97056,92;107314,84;204573,36
"290720 Casa Nova";134,65;27698,00;-;-;27832,65
"290730 Castro Alves";29,75;-;-;11902,07;11931,82
"290750 Catu";1323791,69;1341653,11;1716237,44;1059094,02;5440776,26
"290755 Caturama";-;-;-;54,18;54,18
"290760 Central";1924,88;4,00;-;-;1928,88
"290770 Chorrochó";-;24205,70;14139,22;-;38344,92
"290780 Cícero Dantas";204976,19;284219,56;493437,74;352326,95;1334960,44
"290790 Cipó";-;-;11089,43;34425,66;45515,09
"290800 Coaraci";288259,66;298261,25;314397,67;160019,46;1060938,04
"290810 Cocos";10,08;120,96;144,27;63,00;338,31
"290820 Conceição da Feira";131769,19;213029,50;133701,23;106971,06;585470,98
"290830 Conceição do Almeida";442792,83;557384,03;965984,62;664148,77;2630310,25
"290840 Conceição do Coité";112,45;-;-;-;112,45
"290850 Conceição do Jacuípe";820834,64;826320,23;1024347,72;515826,12;3187328,71
"290860 Conde";584,06;-;19,00;4168,29;4771,35
"290870 Condeúba";116,68;169,47;76353,69;387474,06;464113,90
"290890 Coração de Maria";-;-;-;17243,46;17243,46
"290910 Coribe";95870,10;162814,76;369158,84;244550,74;872394,44
"290930 Correntina";-;-;695150,21;663931,13;1359081,34
"290940 Cotegipe";342,09;313,11;1310,95;204,75;2170,90
"290960 Crisópolis";391322,25;362140,82;357614,46;231371,54;1342449,07
"290970 Cristópolis";-;-;-;183,33;183,33
"290980 Cruz das Almas";1187867,35;1720379,95;1969608,12;1322519,74;6200375,16
"291005 Dias d'Ávila";1848846,47;2006614,98;2258760,79;1385059,92;7499282,16
"291010 Dom Basílio";129,15;147,42;146,79;24,57;447,93
"291040 Encruzilhada";-;-;185632,31;248703,32;434335,63
"291050 Entre Rios";11493,37;679978,90;1235433,73;917482,07;2844388,07
"290050 Érico Cardoso";-;-;-;170934,15;170934,15
"291060 Esplanada";2541,83;598,00;28,00;-;3167,83
"291070 Euclides da Cunha";1695497,40;1890211,61;2151236,55;1275270,25;7012215,81
"291072 Eunápolis";7385840,33;8722215,72;10004787,90;6495570,14;32608414,09
"291080 Feira de Santana";53181558,39;61370302,72;68518941,38;64869034,50;247939836,99
"291085 Filadélfia";101304,76;410169,66;402587,72;422745,77;1336807,91
"291100 Floresta Azul";-;-;470,00;251,00;721,00
"291110 Formosa do Rio Preto";45,36;181,44;169,47;204,12;600,39
"291120 Gandu";367208,17;465595,92;531262,96;409143,26;1773210,31
"291140 Glória";385,72;562,00;7918,70;7377,60;16244,02
"291150 Gongogi";-;-;-;104,00;104,00
"291160 Governador Mangabeira";406266,29;432024,80;473106,80;351521,14;1662919,03
"291170 Guanambi";3921659,43;3930826,66;4015035,18;3412909,32;15280430,59
"291180 Guaratinga";645,00;5580,78;7062,79;6659,52;19948,09
"291190 Iaçu";359438,39;296640,23;269113,26;358016,42;1283208,30
"291200 Ibiassucê";120403,31;586874,20;432784,24;241938,61;1382000,36
"291210 Ibicaraí";306517,64;323080,89;346204,81;205916,70;1181720,04
"291220 Ibicoara";1348,66;4429,77;5500,05;33690,00;44968,48
"291230 Ibicuí";-;-;67544,40;153691,09;221235,49
"291240 Ibipeba";158,18;-;-;-;158,18
"291250 Ibipitanga";2565,28;23892,82;57178,96;279690,02;363327,08
"291280 Ibirapuã";112009,38;251705,22;372912,38;472214,12;1208841,10
"291290 Ibirataia";408369,01;368977,93;350715,03;178991,81;1307053,78
"291310 Ibititá";951,59;2644,89;-;-;3596,48
"291320 Ibotirama";455786,02;503342,80;559360,22;976769,48;2495258,52
"291340 Igaporã";108,36;112,14;132,93;27272,22;27625,65
"291360 Ilhéus";11586733,36;13571852,34;15546424,11;11798254,12;52503263,93
"291370 Inhambupe";860945,49;1132739,73;1188244,43;764175,80;3946105,45
"291380 Ipecaetá";-;-;-;27426,16;27426,16
"291390 Ipiaú";4785,53;276,30;230,00;160,00;5451,83
"291400 Ipirá";1037181,10;908857,45;994026,84;616513,90;3556579,29
"291410 Ipupiara";254,52;260,82;237,51;272,16;1025,01
"291450 Irará";242242,46;708748,04;1005368,04;702194,71;2658553,25
"291460 Irecê";5701246,58;5824505,30;6898139,50;5652212,82;24076104,20
"291465 Itabela";3949475,35;5641345,86;6058774,14;4183692,08;19833287,43
"291470 Itaberaba";2126407,15;3067538,83;2746048,99;1240948,03;9180943,00
"291480 Itabuna";37083794,51;36161246,72;31381425,17;23849636,85;128476103,25
"291490 Itacaré";27123,78;49596,42;79125,63;65530,59;221376,42
"291530 Itagimirim";6101,48;4120,48;1148,98;1584,80;12955,74
"291535 Itaguaçu da Bahia";-;-;-;330,40;330,40
"291550 Itajuípe";10963,93;17347,48;17241,73;7301,38;52854,52
"291560 Itamaraju";2659950,87;1711853,52;2014212,68;1522458,46;7908475,53
"291580 Itambé";5270,00;8275,62;24450,38;50700,00;88696,00
"291600 Itanhém";-;-;-;169137,08;169137,08
"291610 Itaparica";-;50359,45;178935,01;69927,91;299222,37
"291620 Itapé";-;-;-;11473,56;11473,56
"291630 Itapebi";181,30;938,97;2978,58;-;4098,85
"291640 Itapetinga";2357883,43;3355745,07;4761012,21;5892170,41;16366811,12
"291650 Itapicuru";79283,83;245783,84;429105,79;280397,90;1034571,36
"291660 Itapitanga";-;-;10075,83;165,82;10241,65
"291685 Itatim";490596,19;453404,98;573094,87;409271,26;1926367,30
"291700 Itiúba";218570,91;938151,09;1108660,43;898961,72;3164344,15
"291710 Itororó";-;-;-;18900,00;18900,00
"291720 Ituaçu";-;-;-;187845,17;187845,17
"291730 Ituberá";-;-;-;513739,14;513739,14
"291733 Iuiú";33,39;49,77;54,81;289040,23;289178,20
"291735 Jaborandi";77,00;-;-;-;77,00
"291740 Jacaraci";88,83;118,44;155,61;100,80;463,68
"291750 Jacobina";3155766,26;4228280,88;4624714,04;2507917,09;14516678,27
"291760 Jaguaquara";172921,14;698770,79;694264,07;571598,41;2137554,41
"291770 Jaguarari";72826,26;299444,86;520975,16;721759,06;1615005,34
"291780 Jaguaripe";81,27;72,45;91,98;69,93;315,63
"291800 Jequié";5518877,12;6397490,25;7564733,54;5695489,49;25176590,40
"291810 Jeremoabo";1087432,33;957073,80;767168,48;763973,92;3575648,53
"291820 Jiquiriçá";47,88;73,08;24674,34;40569,30;65364,60
"291835 João Dourado";-;-;-;1815,00;1815,00
"291840 Juazeiro";10347027,54;11045510,13;9723106,58;6118560,72;37234204,97
"291845 Jucuruçu";-;-;198800,25;231008,62;429808,87
"291850 Jussara";117,25;1109,36;1089,55;3150,00;5466,16
"291860 Jussiape";-;1671,86;2200,02;1129,74;5001,62
"291875 Lagoa Real";-;-;108157,09;416414,27;524571,36
"291880 Laje";398519,55;325156,83;269787,95;157496,09;1150960,42
"291890 Lajedão";19642,91;42231,30;62428,85;74685,68;198988,74
"291915 Lapão";1,00;-;-;-;1,00
"291920 Lauro de Freitas";5991684,52;8135422,86;7731926,50;5495330,87;27354364,75
"291930 Lençóis";-;-;105890,11;192550,17;298440,28
"291950 Livramento de Nossa Senhora";1396173,82;1797199,66;1794481,26;1148949,71;6136804,45
"291955 Luís Eduardo Magalhães";5519110,47;8338399,23;8199556,66;7284469,80;29341536,16
"291980 Macaúbas";1197214,20;1582687,34;1501018,77;911132,51;5192052,82
"291990 Macururé";91,00;-;-;-;91,00
"291992 Madre de Deus";986953,97;1167795,15;1725399,09;724402,08;4604550,29
"291995 Maetinga";21893,67;9967,12;247881,41;80235,49;359977,69
"292010 Mairi";19537,87;44108,65;34784,57;18273,45;116704,54
"292020 Malhada";9093,27;9817,50;8060,23;1148,60;28119,60
"292030 Malhada de Pedras";654,06;713,52;713,52;713,52;2794,62
"292040 Manoel Vitorino";1534,00;-;-;-;1534,00
"292045 Mansidão";-;-;-;9,45;9,45
"292050 Maracás";128725,97;524586,49;520972,02;331747,84;1506032,32
"292060 Maragogipe";674424,37;888846,59;757170,30;690101,03;3010542,29
"292100 Mata de São João";1537068,56;1771577,77;1605023,30;1078746,13;5992415,76
"292105 Matina";1182,05;563,18;182,00;123,48;2050,71
"292110 Medeiros Neto";519807,59;504839,88;499166,07;485915,47;2009729,01
"292140 Mirangaba";-;156903,27;621444,04;252808,98;1031156,29
"292145 Mirante";-;-;6778,34;174394,48;181172,82
"292150 Monte Santo";637409,19;273540,70;43857,89;61687,33;1016495,11
"292160 Morpará";189,00;173,25;178,29;173,88;714,42
"292170 Morro do Chapéu";2645457,49;3493955,44;1963251,36;1562926,35;9665590,64
"292190 Mucugê";-;66300,00;23100,00;-;89400,00
"292200 Mucuri";216963,11;636714,43;846761,93;698960,57;2399400,04
"292205 Mulungu do Morro";83,59;-;-;-;83,59
"292210 Mundo Novo";-;293,64;8159,23;150938,26;159391,13
"292225 Muquém de São Francisco";355,95;503,37;463,68;515,34;1838,34
"292230 Muritiba";707914,74;1090445,78;1240647,90;1075080,67;4114089,09
"292250 Nazaré";-;15040,26;17659,62;16619,07;49318,95
"292265 Nordestina";19502,92;270414,06;271575,36;322799,04;884291,38
"292275 Nova Ibiá";-;-;659,40;666,90;1326,30
"292290 Nova Soure";13440,72;406213,96;1625996,11;1634087,19;3679737,98
"292300 Nova Viçosa";1024366,78;438289,43;426800,14;854433,37;2743889,72
"292310 Olindina";38184,20;20274,62;17412,58;11073,48;86944,88
"292320 Oliveira dos Brejinhos";239,40;245,07;277,83;279,09;1041,39
"292360 Paramirim";742076,68;762389,76;702002,29;363582,36;2570051,09
"292370 Paratinga";3,78;-;-;1072,50;1076,28
"292390 Pau Brasil";-;-;11666,43;2556,96;14223,39
"292400 Paulo Afonso";5226566,75;6963670,39;5604831,22;4334181,71;22129250,07
"292410 Pedrão";28200,00;15800,00;47200,00;20200,00;111400,00
"292440 Pilão Arcado";-;13966,05;23375,80;23772,00;61113,85
"292450 Pindaí";58,59;34,02;67,41;47,25;207,27
"292460 Pindobaçu";398908,61;418513,87;487007,38;329148,34;1633578,20
"292480 Piritiba";-;-;-;189543,50;189543,50
"292490 Planaltino";2476,62;5298,44;6093,95;5598,20;19467,21
"292500 Planalto";-;-;66134,80;121847,76;187982,56
"292510 Poções";295617,74;449578,41;693962,24;381220,55;1820378,94
"292520 Pojuca";472068,33;513434,48;1540752,78;630792,64;3157048,23
"292525 Ponto Novo";-;194571,36;448865,54;401531,67;1044968,57
"292530 Porto Seguro";6798324,04;5615631,60;8676048,45;4831488,64;25921492,73
"292550 Prado";314884,25;504925,18;458324,35;518141,73;1796275,51
"292560 Presidente Dutra";290,20;139,00;-;13450,00;13879,20
"292570 Presidente Jânio Quadros";127919,60;208914,01;203258,44;98246,94;638338,99
"292575 Presidente Tancredo Neves";1191,00;-;-;-;1191,00
"292580 Queimadas";103909,34;343167,98;488836,07;366857,60;1302770,99
"292590 Quijingue";289259,23;718556,22;904633,04;493060,78;2405509,27
"292595 Rafael Jambeiro";65513,22;25507,54;-;44374,97;135395,73
"292600 Remanso";-;-;13327,17;681250,08;694577,25
"292610 Retirolândia";-;-;-;69217,74;69217,74
"292620 Riachão das Neves";113,40;113,40;126,00;119,07;471,87
"292640 Riacho de Santana";97,02;127,89;-;-;224,91
"292670 Rio de Contas";-;-;-;1635,15;1635,15
